类型,名称,仙草,毒草,链接,,,,,,,,
游戏,《超凡黎明》（校对版全本）作者：文抄公,303,121,http://www.zxcs.me/post/11786,,,,,,,,
玄幻,《蛮荒仙界》（校对版全本）作者：网络黑侠,302,133,http://www.zxcs.me/post/11237,,,,,,,,
玄幻,《外挂傍身的杂草》（校对版全本）作者：低调青年,302,132,http://www.zxcs.me/post/11902,,,,,,,,
都市,《直播之工匠大师》（校对版全本）作者：九个栗子,297,120,http://www.zxcs.me/post/11414,,,,,,,,
都市,《大医凌然》（校对版全本）作者：志鸟村,297,95,http://www.zxcs.me/post/13101,,,,,,,,
玄幻,《永恒武道》（校对版全本）作者：月中阴,296,180,http://www.zxcs.me/post/11272,,,,,,,,
玄幻,《人皇纪》（校对版全本）作者：皇甫奇,294,175,http://www.zxcs.me/post/11885,,,,,,,,
玄幻,《万古最强宗》（校对版全本）作者：江湖再见,293,168,http://www.zxcs.me/post/12093,,,,,,,,
科幻,《我能回档不死》（校对版全本）作者：夜行狗,293,78,http://www.zxcs.me/post/11896,,,,,,,,
游戏,《游戏旅途》（校对版全本）作者：路过的穿越者,292,62,http://www.zxcs.me/post/10604,,,,,,,,
科幻,《民调局异闻录之勉传》（校对版全本）作者：耳东水寿,290,227,http://www.zxcs.me/post/11648,,,,,,,,
仙侠,《家里养个狐狸精》（校对版全本）作者：唐川,290,44,http://www.zxcs.me/post/10077,,,,,,,,
都市,《美国牧场的小生活》（校对版全本）作者：醛石,287,197,http://www.zxcs.me/post/11281,,,,,,,,
仙侠,《正版修仙》（校对版全本）作者：叶恨水,287,168,http://www.zxcs.me/post/11799,,,,,,,,
科幻,《麻衣神算子》（校对版全本）作者：骑马钓鱼,287,116,http://www.zxcs.me/post/10589,,,,,,,,
科幻,《夜行者：平妖二十年》（校对版全本）作者：南无袈裟理科佛,287,73,http://www.zxcs.me/post/11121,,,,,,,,
科幻,《史上最强狗熊系统》（校对版全本）作者：七乐,286,278,http://www.zxcs.me/post/11317,,,,,,,,
玄幻,《万千之心》（校对版全本）作者：滚开,286,174,http://www.zxcs.me/post/12111,,,,,,,,
仙侠,《穿越诸天万界》（校对版全本）作者：天帝大人,286,111,http://www.zxcs.me/post/11199,,,,,,,,
科幻,《美漫之大冬兵》（校对版全本）作者：育,285,91,http://www.zxcs.me/post/10656,,,,,,,,
仙侠,《重生之逆战西游》（校对版全本）作者：莫问初心,283,118,http://www.zxcs.me/post/11002,,,,,,,,
仙侠,《大器宗》（校对版全本）作者：不问苍生问鬼神,283,106,http://www.zxcs.me/post/10387,,,,,,,,
游戏,《游戏之狩魔猎人》（校对版全本）作者：阡之陌一,283,93,http://www.zxcs.me/post/12046,,,,,,,,
仙侠,《遮天之万古独尊》（校对版全本）作者：星之煌,281,156,http://www.zxcs.me/post/11259,,,,,,,,
科幻,《刀碎星河》（校对版全本）作者：猪小小,280,277,http://www.zxcs.me/post/11718,,,,,,,,
仙侠,《我从凡间来》（校对版全本）作者：想见江南,280,203,http://www.zxcs.me/post/10622,,,,,,,,
科幻,《矩阵游戏》（校对版全本）作者：刹那辉煌,280,112,http://www.zxcs.me/post/11736,,,,,,,,
游戏,《喵客信条》（校对版全本）作者：半步炼狱,279,180,http://www.zxcs.me/post/11571,,,,,,,,
科幻,《位面之纨绔生涯》（校对版全本）作者：昨夜大雨,279,157,http://www.zxcs.me/post/11174,,,,,,,,
科幻,《斩龙》（校对版全本）作者：通吃道人,278,159,http://www.zxcs.me/post/11367,,,,,,,,
都市,《我的头发能创造妖国》（校对版全本）作者：三百斤的微笑,278,91,http://www.zxcs.me/post/12881,,,,,,,,
仙侠,《西游之问道长生》（校对版全本）作者：西城冷月,276,161,http://www.zxcs.me/post/11051,,,,,,,,
仙侠,《武墓》（校对版全本）作者：孤独漂流,276,157,http://www.zxcs.me/post/10349,,,,,,,,
游戏,《黄庭道主》（校对版全本）作者：妖僧花无缺,274,181,http://www.zxcs.me/post/11734,,,,,,,,
游戏,《完美机甲剑神》（校对版全本）作者：墨乡,274,134,http://www.zxcs.me/post/11099,,,,,,,,
科幻,《恐怖邮差(无限邮差)》（校对版全本）作者：过水看娇,274,131,http://www.zxcs.me/post/12221,,,,,,,,
玄幻,《天骄战纪》（校对版全本）作者：萧瑾瑜,273,156,http://www.zxcs.me/post/11769,,,,,,,,
玄幻,《无上崛起》（校对版全本）作者：宝石猫,272,216,http://www.zxcs.me/post/11427,,,,,,,,
仙侠,《二青》（校对版全本）作者：来不及忧伤,271,182,http://www.zxcs.me/post/11236,,,,,,,,
玄幻,《重生支配者》（校对版全本）作者：历史里吹吹风,271,180,http://www.zxcs.me/post/11652,,,,,,,,
都市,《修士的厨神生活》（校对版全本）作者：食颜而肥,269,107,http://www.zxcs.me/post/11251,,,,,,,,
游戏,《法神降临》（校对版全本）作者：墨乡,269,77,http://www.zxcs.me/post/10544,,,,,,,,
仙侠,《武侠世界自由行》（校对版全本）作者：大江入海,269,69,http://www.zxcs.me/post/10408,,,,,,,,
科幻,《未来天王》（校对版全本）作者：陈词懒调,268,86,http://www.zxcs.me/post/11978,,,,,,,,
科幻,《宿主》（校对版全本）作者：黑天魔神,266,61,http://www.zxcs.me/post/10751,,,,,,,,
科幻,《万界圆梦师》（校对版全本）作者：棉衣卫,265,78,http://www.zxcs.me/post/13317,,,,,,,,
玄幻,《超神制卡师》（校对版全本）作者：零下九十度,263,112,http://www.zxcs.me/post/12060,,,,,,,,
仙侠,《大周仙吏》（校对版全本）作者：荣小荣,263,90,http://www.zxcs.me/post/13210,,,,,,,,
玄幻,《开天录》（校对版全本）作者：血红,261,102,http://www.zxcs.me/post/11901,,,,,,,,
科幻,《星际传奇》（校对版全本）作者：缘分0,261,41,http://www.zxcs.me/post/10693,,,,,,,,
仙侠,《符镇穹苍》（校对版全本）作者：古剑锋,260,106,http://www.zxcs.me/post/10833,,,,,,,,
科幻,《希泊尼战纪》（校对版全本）作者：虚伪王庭,260,48,http://www.zxcs.me/post/11845,,,,,,,,
游戏,《红缨记》（校对版全本）作者：东郊林公子,260,15,http://www.zxcs.me/post/10216,,,,,,,,
都市,《魔鬼传奇》（校对版全本）作者：虾写,258,106,http://www.zxcs.me/post/11261,,,,,,,,
仙侠,《大妖通灵》（校对版全本）作者：羽的法术书,258,94,http://www.zxcs.me/post/10928,,,,,,,,
仙侠,《蒸汽时代的道士》（校对版全本）作者：雪满林中,256,154,http://www.zxcs.me/post/11198,,,,,,,,
科幻,《恶灵附身》（校对版全本）作者：剑上独觉,255,141,http://www.zxcs.me/post/10616,,,,,,,,
科幻,《文化抵抗最前线》（校对版全本）作者：黄狗身上白,255,130,http://www.zxcs.me/post/10766,,,,,,,,
仙侠,《青城道长》（校对版全本）作者：虫梦,255,68,http://www.zxcs.me/post/10669,,,,,,,,
游戏,《昆仑有剑》（校对版全本）作者：久未饮酒,254,134,http://www.zxcs.me/post/11282,,,,,,,,
玄幻,《造化之王》（校对版全本）作者：猪三不,253,146,http://www.zxcs.me/post/11855,,,,,,,,
游戏,《神级英雄》（校对版全本）作者：大烟缸,252,46,http://www.zxcs.me/post/10691,,,,,,,,
游戏,《无限气运主宰》（校对版全本）作者：落花独立,251,210,http://www.zxcs.me/post/11861,,,,,,,,
仙侠,《武侠之神级捕快》（校对版全本）作者：紫衣居士,251,153,http://www.zxcs.me/post/11765,,,,,,,,
科幻,《鬼村扎纸人》（校对版全本）作者：轻尘一笑,251,152,http://www.zxcs.me/post/11422,,,,,,,,
科幻,《光脑武尊》（校对版全本）作者：晚间八点档,250,227,http://www.zxcs.me/post/10951,,,,,,,,
科幻,《创造游戏世界》（校对版全本）作者：姐姐的新娘,250,83,http://www.zxcs.me/post/11796,,,,,,,,
仙侠,《斩邪》（校对版全本）作者：南朝陈,250,79,http://www.zxcs.me/post/11021,,,,,,,,
科幻,《阴阳鬼医》（校对版全本）作者：沙中灰,250,66,http://www.zxcs.me/post/10878,,,,,,,,
玄幻,《有妖气客栈》（校对版全本）作者：程砚秋,249,115,http://www.zxcs.me/post/11919,,,,,,,,
游戏,《翡翠之塔》（校对版全本）作者：颓废龙,249,30,http://www.zxcs.me/post/9596,,,,,,,,
玄幻,《超凡大卫》（校对版全本）作者：吃瓜子群众,248,96,http://www.zxcs.me/post/12318,,,,,,,,
都市,《美食供应商》（校对版全本）作者：会做菜的猫,247,157,http://www.zxcs.me/post/8651,,,,,,,,
都市,《重生之八十年代新农民》（校对版全本）作者：金01,247,83,http://www.zxcs.me/post/11780,,,,,,,,
玄幻,《临渊行》（校对版全本）作者：宅猪,246,101,http://www.zxcs.me/post/12660,,,,,,,,
玄幻,《人道崛起》（校对版全本）作者：山人有妙计,246,94,http://www.zxcs.me/post/11478,,,,,,,,
仙侠,《神国之上》（校对版全本）作者：见异思剑,245,130,http://www.zxcs.me/post/12681,,,,,,,,
游戏,《我能提取熟练度》（校对版全本）作者：云东流,245,110,http://www.zxcs.me/post/13073,,,,,,,,
仙侠,《魔狱》（校对版全本）作者：造化斋主,245,80,http://www.zxcs.me/post/10193,,,,,,,,
游戏,《枪械主宰》（校对版全本）作者：突然光和热,243,227,http://www.zxcs.me/post/10580,,,,,,,,
游戏,《美漫世界阴影轨迹》（校对版全本）作者：驿路羁旅,243,110,http://www.zxcs.me/post/12063,,,,,,,,
科幻,《女友全都是厉鬼》（校对版全本）作者：七月酒仙,242,30,http://www.zxcs.me/post/11881,,,,,,,,
科幻,《港综世界大枭雄》（校对版全本）作者：萌俊,241,72,http://www.zxcs.me/post/12742,,,,,,,,
仙侠,《三寸人间》（校对版全本）作者：耳根,238,135,http://www.zxcs.me/post/12540,,,,,,,,
科幻,《地球求生指南》（校对版全本）作者：伴读小牧童,238,101,http://www.zxcs.me/post/11806,,,,,,,,
都市,《大美时代》（校对版全本）作者：中秋月明,236,111,http://www.zxcs.me/post/11867,,,,,,,,
仙侠,《修真大工业时代》（校对版全本）作者：试剑天涯,234,140,http://www.zxcs.me/post/12118,,,,,,,,
仙侠,《封神问道行》（校对版全本）作者：莫问初心,233,84,http://www.zxcs.me/post/12082,,,,,,,,
都市,《最佳娱乐时代》（校对版全本）作者：白色十三号,232,82,http://www.zxcs.me/post/11894,,,,,,,,
科幻,《灾厄收容所》（校对版全本）作者：幻梦猎人,232,72,http://www.zxcs.me/post/11956,,,,,,,,
科幻,《魔临》（校对版全本）作者：纯洁滴小龙,229,106,http://www.zxcs.me/post/12582,,,,,,,,
仙侠,《盗天仙途》（校对版全本）作者：荆柯守,228,172,http://www.zxcs.me/post/11761,,,,,,,,
科幻,《机战无限》（校对版全本）作者：亦醉,227,147,http://www.zxcs.me/post/11821,,,,,,,,
玄幻,《奥术起源》（校对版全本）作者：永夜骑士,227,120,http://www.zxcs.me/post/12144,,,,,,,,
游戏,《网游之大道无形》（校对版全本）作者：陈让,227,43,http://www.zxcs.me/post/10307,,,,,,,,
游戏,《冠军之心》（校对版全本）作者：林海听涛,226,210,http://www.zxcs.me/post/10844,,,,,,,,
科幻,《在港综成为传说》（校对版全本）作者：凤嘲凰,226,107,http://www.zxcs.me/post/13146,,,,,,,,
仙侠,《九天》（校对版全本）作者：黑山老鬼,225,129,http://www.zxcs.me/post/12002,,,,,,,,
玄幻,《我的徒弟都是大反派》（校对版全本）作者：谋生任转蓬,225,74,http://www.zxcs.me/post/12970,,,,,,,,
仙侠,《至尊仙朝》（校对版全本）作者：暗黑茄子,224,72,http://www.zxcs.me/post/10667,,,,,,,,
科幻,《死而替生》（校对版全本）作者：听日,224,72,http://www.zxcs.me/post/12408,,,,,,,,
科幻,《硬核危机》（校对版全本）作者：迷路的鱼,222,117,http://www.zxcs.me/post/10545,,,,,,,,
科幻,《从拯救咖啡店开始》（校对版全本）作者：开心小帅,221,143,http://www.zxcs.me/post/11172,,,,,,,,
玄幻,《太阳王之证(战锤神座)》（校对版全本）作者：汉朝天子,221,65,http://www.zxcs.me/post/12784,,,,,,,,
仙侠,《仙城奶爸》（校对版全本）作者：盘古混沌,220,103,http://www.zxcs.me/post/10368,,,,,,,,
科幻,《未来宠物店》（校对版全本）作者：维斯特帕列,219,157,http://www.zxcs.me/post/11031,,,,,,,,
玄幻,《银龙的黑科技》（校对版全本）作者：木老七,218,68,http://www.zxcs.me/post/12731,,,,,,,,
仙侠,《离天大圣》（校对版全本）作者：神秘男人,217,110,http://www.zxcs.me/post/11824,,,,,,,,
玄幻,《神血战士》（校对版全本）作者：银霜骑士,217,101,http://www.zxcs.me/post/11722,,,,,,,,
游戏,《网游之三国无双》（校对版全本）作者：沉默的忧伤,216,206,http://www.zxcs.me/post/10280,,,,,,,,
玄幻,《捡了本天书》（校对版全本）作者：麻烦,216,140,http://www.zxcs.me/post/11383,,,,,,,,
都市,《回到山沟去种田》（校对版全本）作者：二子从周,216,25,http://www.zxcs.me/post/11263,,,,,,,,
仙侠,《永恒国度》（校对版全本）作者：孤独漂流,215,204,http://www.zxcs.me/post/9052,,,,,,,,
都市,《这个明星来自地球》（校对版全本）作者：关乌鸦,214,164,http://www.zxcs.me/post/12195,,,,,,,,
游戏,《铸圣庭》（校对版全本）作者：邪影,214,34,http://www.zxcs.me/post/8980,,,,,,,,
游戏,《英雄无敌大宗师》（校对版全本）作者：一只辣椒精,213,106,http://www.zxcs.me/post/12010,,,,,,,,
仙侠,《剑叩天门》（校对版全本）作者：无头D,213,91,http://www.zxcs.me/post/12129,,,,,,,,
都市,《环球挖土党》（校对版全本）作者：痞徒,213,46,http://www.zxcs.me/post/12726,,,,,,,,
都市,《崛起复苏时代》（校对版全本）作者：极地风刃,212,146,http://www.zxcs.me/post/11695,,,,,,,,
仙侠,《九仙图》（校对版全本）作者：秋晨,212,125,http://www.zxcs.me/post/10587,,,,,,,,
玄幻,《巫师不朽》（校对版全本）作者：咸鱼洁南,212,108,http://www.zxcs.me/post/12159,,,,,,,,
科幻,《恶灵国度》（校对版全本）作者：弹指一笑间0,209,177,http://www.zxcs.me/post/10869,,,,,,,,
科幻,《电影的世界》（校对版全本）作者：有梦之人,209,128,http://www.zxcs.me/post/11900,,,,,,,,
游戏,《神秀之主》（校对版全本）作者：文抄公,209,128,http://www.zxcs.me/post/12813,,,,,,,,
游戏,《轮回大劫主》（校对版全本）作者：文抄公,209,100,http://www.zxcs.me/post/12034,,,,,,,,
游戏,《武侠世界大冒险》（校对版全本）作者：五方行尽,208,198,http://www.zxcs.me/post/8912,,,,,,,,
仙侠,《通幽大圣》（校对版全本）作者：封七月,208,102,http://www.zxcs.me/post/12106,,,,,,,,
玄幻,《道缘浮图》（校对版全本）作者：烟雨江南,206,173,http://www.zxcs.me/post/11267,,,,,,,,
科幻,《我能看见经验值》（校对版全本）作者：红颜三千,206,147,http://www.zxcs.me/post/11917,,,,,,,,
科幻,《这只妖怪不太冷》（校对版全本）作者：金色茉莉花,206,41,http://www.zxcs.me/post/13092,,,,,,,,
仙侠,《开个诊所来修仙》（校对版全本）作者：李闲鱼,205,181,http://www.zxcs.me/post/11809,,,,,,,,
仙侠,《苍穹之上》（校对版全本）作者：石三,205,98,http://www.zxcs.me/post/11989,,,,,,,,
仙侠,《游方道仙》（校对版全本）作者：六月观主,203,32,http://www.zxcs.me/post/9893,,,,,,,,
科幻,《漫威里的德鲁伊》（校对版全本）作者：骑行拐杖,202,126,http://www.zxcs.me/post/12705,,,,,,,,
科幻,《征战乐园》（校对版全本）作者：黑心的大白,202,86,http://www.zxcs.me/post/12213,,,,,,,,
科幻,《最终猎杀》（校对版全本）作者：大飞艇,201,110,http://www.zxcs.me/post/11117,,,,,,,,
都市,《文娱帝国》（校对版全本）作者：我最白,201,102,http://www.zxcs.me/post/11922,,,,,,,,
玄幻,《极拳暴君》（校对版全本）作者：夜与雪,200,66,http://www.zxcs.me/post/11772,,,,,,,,
游戏,《英雄联盟之王者荣耀》（校对版全本）作者：知白守黑,199,152,http://www.zxcs.me/post/9847,,,,,,,,
玄幻,《还是地球人狠》（校对版全本）作者：剑舞秀,197,150,http://www.zxcs.me/post/11743,,,,,,,,
玄幻,《星武通神》（校对版全本）作者：蒜书,196,119,http://www.zxcs.me/post/11107,,,,,,,,
玄幻,《亡灵法师与超级墓园》（校对版全本）作者：金蟾老祖,195,101,http://www.zxcs.me/post/12150,,,,,,,,
仙侠,《剑出华山》（校对版全本）作者：血沃天涯,195,93,http://www.zxcs.me/post/10369,,,,,,,,
游戏,《法爷永远是你大爷》（校对版全本）作者：翔炎,195,72,http://www.zxcs.me/post/12444,,,,,,,,
仙侠,《我是仙凡》（校对版全本）作者：百里玺,193,152,http://www.zxcs.me/post/11767,,,,,,,,
游戏,《远东王庭》（校对版全本）作者：程剑心,193,119,http://www.zxcs.me/post/11751,,,,,,,,
仙侠,《烽火引》（校对版全本）作者：君王死社稷,193,99,http://www.zxcs.me/post/10919,,,,,,,,
